org.apache.commons.io.comparator.SizeFileComparatorTest;testCompareDirectorySizes
org.apache.commons.io.FileUtilsTestCase;testSizeOfAsBigInteger;testSizeOfDirectoryAsBigInteger;testCopyDirectoryToNonExistingDest;testCopyDirectoryToChild;testCopyDirectoryToGrandChild;testSizeOf;testCopyDirectoryToExistingDest;testCopyDirectoryToDirectory_NonExistingDest;testCompareSizeOf
