com.google.gson.functional.MapTest;testConcurrentMap;testConcurrentNavigableMap;testConcurrentSkipListMap;testConcurrentHashMap
com.google.gson.functional.JavaUtilConcurrentAtomicTest;testAtomicLongWithStringSerializationPolicy;testAtomicLongArrayWithStringSerializationPolicy
