com.google.gson.functional.DefaultTypeAdaptersTest;testDefaultCalendarSerialization;testDefaultGregorianCalendarSerialization
com.google.gson.functional.EnumTest;testTopLevelEnumSerialization;testCollectionOfEnumsSerialization;testClassWithEnumFieldSerialization
